ticker,year,entry_date,exit_date,reason,exit_price,shares,pnl,return_pct
QQQ,2024,2024-06-12,2024-07-11,ATR_stop,491.68,26,421.44,3.41
QQQ,2024,2024-09-26,2024-10-31,ATR_stop,483.61,26,-247.15,-1.93
QQQ,2024,2024-11-06,2024-11-15,ATR_stop,496.32,25,-325.38,-2.56
QQQ,2024,2024-12-02,2024-12-18,ATR_stop,516.21,24,-63.8,-0.51
QQQ,2025,2025-02-13,2025-02-24,ATR_stop,519.61,13,-215.25,-3.09
QQQ,2025,2025-06-27,2025-08-01,ATR_stop,553.6,23,38.86,0.31
QQQ,2025,2025-08-12,2025-08-20,ATR_stop,565.62,21,-311.79,-2.56
QQQ,2025,2025-09-18,2025-10-10,ATR_stop,589.21,21,-170.95,-1.36
QQQ,2025,2025-10-27,2025-11-06,ATR_stop,611.36,19,-362.42,-3.03
QQQ,2025,2025-12-05,2025-12-17,ATR_stop,600.11,19,-505.02,-4.24
TSLA,2023,2023-06-07,2023-06-26,ATR_stop,240.93,36,-108.19,-1.23
TSLA,2023,2023-07-05,2023-07-20,ATR_stop,262.77,26,-626.83,-8.4
TSLA,2023,2023-10-10,2023-10-13,below_EMA50,250.99,14,-178.6,-4.84
TSLA,2023,2023-12-15,2023-12-29,period_end,248.36,31,-282.56,-3.54
TSLA,2024,2024-09-05,2024-09-06,below_EMA50,210.62,15,-294.91,-8.54
TSLA,2024,2024-09-19,2024-10-03,ATR_stop,240.54,37,-426.84,-4.58
TSLA,2024,2024-10-25,2024-11-04,ATR_stop,242.72,13,-345.88,-9.88
TSLA,2024,2024-11-06,2024-11-14,ATR_stop,311.02,27,-69.95,-0.83
TSLA,2024,2024-11-22,2024-12-18,ATR_stop,439.91,17,1089.7,17.06
TSLA,2025,2025-08-08,2025-08-21,below_EMA50,319.95,20,-281.76,-4.22
TSLA,2025,2025-09-11,2025-10-10,ATR_stop,413.28,22,285.96,3.25
TSLA,2025,2025-10-23,2025-11-07,ATR_stop,429.31,14,-414.39,-6.45
TSLA,2025,2025-12-12,2025-12-29,ATR_stop,459.41,19,-143.03,-1.61
TSM,2023,2023-01-23,2023-02-16,ATR_stop,90.77,95,-509.27,-5.58
TSM,2023,2023-03-21,2023-04-10,ATR_stop,88.98,113,-409.5,-3.91
TSM,2023,2023-05-25,2023-07-20,ATR_stop,97.81,98,-407.53,-4.08
TSM,2023,2023-12-07,2023-12-20,ATR_stop,99.99,125,25.08,0.2
TSM,2024,2024-01-18,2024-02-16,ATR_stop,126.63,76,982.23,11.37
TSM,2024,2024-03-01,2024-03-11,ATR_stop,138.95,76,239.16,2.32
TSM,2024,2024-04-09,2024-04-17,ATR_stop,138.96,40,-260.49,-4.48
TSM,2024,2024-05-03,2024-05-31,ATR_stop,150.96,62,339.87,3.77
TSM,2024,2024-06-05,2024-06-24,ATR_stop,167.73,58,42.53,0.44
TSM,2024,2024-07-08,2024-07-17,ATR_stop,171.11,49,-866.55,-9.37
TSM,2024,2024-09-19,2024-09-30,ATR_stop,173.58,49,-271.59,-3.09
TSM,2024,2024-10-11,2024-10-31,ATR_stop,190.44,51,-57.11,-0.58
TSM,2024,2024-12-05,2024-12-10,ATR_stop,191.84,29,-364.19,-6.14
TSM,2024,2024-12-23,2024-12-31,period_end,197.39,23,-231.67,-4.86
TSM,2025,2025-01-03,2025-01-13,ATR_stop,201.26,42,-529.82,-5.9
TSM,2025,2025-06-04,2025-08-05,ATR_stop,232.35,46,1349.71,14.45
TSM,2025,2025-09-08,2025-10-10,ATR_stop,280.52,36,1120.78,12.48
TSM,2025,2025-12-08,2025-12-15,ATR_stop,287.6,32,-484.71,-5.0
TSM,2025,2025-12-31,2025-12-31,period_end,303.74,20,-6.08,-0.1
